City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
380,posse,-14.09,-46.37,74.98,56,0,4.7,BR,1585690266
381,mareeba,-17.0,145.43,73.99,88,75,8.05,AU,1585690266
382,karlstad,59.38,13.5,37.4,69,29,3.36,SE,1585690267
383,alice,27.75,-98.07,95.0,25,1,13.87,US,1585690267
384,beyneu,45.32,55.2,48.47,71,89,9.19,KZ,1585690041
385,kruisfontein,-34.0,24.73,59.56,81,0,12.19,ZA,1585690267
386,lebu,-37.62,-73.65,58.98,69,1,18.77,CL,1585690268
387,palmer,42.16,-72.33,50.0,52,90,11.41,US,1585690268
388,linguere,15.4,-15.12,92.28,15,34,11.61,SN,1585690268
389,bolhrad,45.68,28.61,37.4,37,65,11.41,UA,1585690269
390,baltasi,56.35,50.21,41.56,86,61,2.82,RU,1585690269
391,hervey bay,-25.3,152.85,70.0,94,20,6.93,AU,1585690269
392,srivardhan,18.03,73.02,76.05,72,0,10.67,IN,1585690270
393,palimbang,6.21,124.19,78.82,74,59,2.42,PH,1585690270
394,celestun,20.87,-90.4,81.91,70,4,13.0,MX,1585690184
395,sinnamary,5.38,-52.95,79.74,81,99,13.71,GF,1585690270
396,srandakan,-7.94,110.25,77.67,81,100,2.44,ID,1585690270
397,azad shahr,34.79,48.57,40.6,45,56,7.38,IR,1585690271
398,payson,40.04,-111.73,66.2,33,75,10.29,US,1585690128
399,bashmakovo,53.21,43.03,29.41,90,95,14.45,RU,1585690272
400,ahipara,-35.17,173.17,64.83,73,99,5.23,NZ,1585690129
401,abalak,58.13,68.59,29.39,96,100,8.25,RU,1585690272
402,meulaboh,4.14,96.13,79.07,85,32,2.89,ID,1585690272
403,eyl,7.98,49.82,82.2,78,45,11.97,SO,1585690034
404,namibe,-15.2,12.15,73.96,71,17,9.08,AO,1585690017
405,samarai,-10.62,150.67,79.43,83,99,6.04,PG,1585690177
406,chapada dos guimaraes,-15.46,-55.75,84.2,66,40,5.82,BR,1585690273
407,mount isa,-20.73,139.5,69.8,60,0,5.82,AU,1585690273
408,talaya,61.38,152.75,0.82,77,62,4.92,RU,1585690274
409,genc,38.75,40.56,45.37,60,100,5.48,TR,1585690274
410,hami,42.8,93.45,43.63,35,0,13.85,CN,1585690037
411,mlowo,-9.0,32.98,62.74,60,100,2.26,TZ,1585690274
412,shu,43.6,73.76,46.99,47,81,5.01,KZ,1585690275
413,mezen,65.85,44.24,17.91,95,100,7.09,RU,1585690275
414,rabaul,-4.2,152.17,80.4,77,100,3.71,PG,1585690275
415,mazatlan,23.22,-106.42,82.4,42,75,5.82,MX,1585690275
416,bundibugyo,0.74,30.04,74.14,50,26,1.77,UG,1585690275
417,providencia,28.72,-111.58,89.6,11,90,12.28,MX,1585690276
418,bani,18.28,-70.33,82.99,68,0,3.0,DO,1585690276
419,murray bridge,-35.12,139.27,68.0,94,100,2.15,AU,1585690245
420,kalmunai,7.42,81.82,77.9,70,39,4.5,LK,1585690276
421,luancheng,37.88,114.65,46.4,93,90,11.18,CN,1585690026
422,bandarbeyla,9.49,50.81,80.55,77,14,8.79,SO,1585690277
423,correntina,-13.34,-44.64,75.42,69,1,3.91,BR,1585690277
424,teguldet,57.31,88.17,33.49,90,100,8.72,RU,1585690278
425,yumen,40.28,97.2,32.72,46,40,16.22,CN,1585690278
426,san vicente,-26.62,-54.13,81.91,46,73,2.3,AR,1585690248
427,singaraja,-8.11,115.09,82.38,72,74,5.03,ID,1585690279
428,nicolas bravo,18.45,-88.92,87.8,66,40,16.11,MX,1585690279
429,kogon,39.72,64.55,53.6,87,20,6.93,UZ,1585690279
430,balkanabat,39.51,54.37,52.68,69,2,6.85,TM,1585690279
431,korenovsk,45.47,39.45,41.0,80,1,6.71,RU,1585690280
432,astoria,46.19,-123.83,50.0,70,75,11.41,US,1585690080
433,namatanai,-3.67,152.43,81.79,76,100,8.34,PG,1585690280
434,barmer,25.75,71.38,77.59,34,0,4.99,IN,1585690280
435,aklavik,68.22,-135.01,15.8,36,5,13.87,CA,1585690280
436,sindou,10.67,-5.17,91.53,20,55,1.48,BF,1585690281
437,udachnyy,66.42,112.4,-7.6,83,72,8.95,RU,1585690012
438,abeokuta,7.15,3.35,82.4,94,20,5.82,NG,1585690281
439,yerbogachen,61.28,108.01,16.32,94,100,5.59,RU,1585690281
440,samandag,36.08,35.98,59.0,67,75,12.75,TR,1585690282
441,saint-augustin,51.23,-58.65,34.74,87,100,18.34,CA,1585690165
442,pachino,36.72,15.09,53.6,87,73,3.36,IT,1585690282
443,manuk mangkaw,4.8,119.85,81.82,77,71,5.46,PH,1585690283
444,asau,46.43,26.4,32.0,77,35,3.36,RO,1585690283
445,kibondo,-3.59,30.72,61.86,63,95,1.07,TZ,1585690283
446,broome,42.25,-75.83,48.99,81,90,6.93,US,1585690283
447,shahrud,36.42,54.98,43.52,46,0,0.89,IR,1585690283
448,belyy yar,53.6,91.39,21.2,85,12,2.24,RU,1585690284
449,chernyshevskiy,63.01,112.47,-4.07,87,0,6.76,RU,1585690284
450,nyagan,62.14,65.39,24.01,97,100,4.97,RU,1585690284
451,limoges,45.75,1.33,46.99,36,0,18.34,FR,1585690284
452,kurilsk,45.23,147.88,34.5,86,94,16.44,RU,1585690285
453,san pedro,14.35,121.02,80.6,74,20,1.12,PH,1585690017
454,pangai,-19.8,-174.35,80.85,76,100,3.11,TO,1585690285
455,magdagachi,53.45,125.8,25.16,93,99,6.4,RU,1585690285
456,voi,-3.39,38.56,74.62,75,40,6.24,KE,1585690285
457,pokosnoye,55.53,101.05,29.46,86,49,12.91,RU,1585690286
458,san juan de los lagos,21.25,-102.3,84.2,17,75,10.29,MX,1585690263
459,yanam,16.73,82.22,78.89,81,1,3.98,IN,1585690286
460,shitkino,56.37,98.35,34.27,85,98,10.51,RU,1585690286
461,ada,43.42,-116.13,50.0,75,90,8.05,US,1585690287
462,channel-port aux basques,47.57,-59.14,35.73,97,100,11.3,CA,1585690287
463,muncie,40.19,-85.39,44.01,81,90,9.17,US,1585690287
464,biharamulo,-2.63,31.31,63.32,60,64,2.89,TZ,1585690288
465,derzhavinsk,51.1,66.32,28.4,92,83,11.39,KZ,1585690288
466,manadhoo,5.77,73.38,83.8,77,11,9.48,MV,1585690288
467,faya,18.39,42.45,62.6,67,0,8.05,SA,1585690288
468,yar-sale,66.83,70.83,7.77,92,25,8.59,RU,1585690131
469,rio gallegos,-51.62,-69.22,62.6,33,40,17.22,AR,1585690190
470,beian,63.66,9.57,39.2,69,75,21.92,NO,1585690289
471,mabaruma,8.2,-59.78,80.47,69,98,8.48,GY,1585690289
472,laguna,38.42,-121.42,73.0,56,20,8.05,US,1585690290
473,mokokchung,26.33,94.53,55.29,36,0,2.8,IN,1585690290
474,chapleau,47.84,-83.4,33.8,85,90,8.05,CA,1585690290
475,beringovskiy,63.05,179.32,30.22,94,97,16.64,RU,1585690290
476,mulanje,-16.03,35.5,64.69,72,0,4.0,MW,1585690290
477,oyama,36.3,139.8,52.0,87,75,3.36,JP,1585690291
478,kazachinskoye,57.7,93.28,35.78,90,100,8.77,RU,1585690291
479,mabama,-5.13,32.53,67.3,68,95,2.91,TZ,1585690291
480,san cristobal,7.77,-72.22,84.2,62,40,8.05,VE,1585690120
481,boshnyakovo,49.63,142.17,30.63,93,100,6.31,RU,1585690291
482,mosetse,-20.75,26.65,76.37,32,69,3.49,BW,1585690292
483,mengcheng,33.26,116.57,44.29,96,25,2.84,CN,1585690292
484,honningsvag,70.98,25.97,28.4,74,75,14.99,NO,1585690292
485,beloha,-25.17,45.05,70.77,85,29,10.89,MG,1585690293
486,kimbe,-5.55,150.14,76.93,90,98,1.52,PG,1585690293
487,dunaharaszti,47.35,19.1,37.0,54,7,3.36,HU,1585690293
488,bilibino,68.05,166.44,-2.94,85,83,1.03,RU,1585689998
489,rudnya,54.95,31.09,25.92,80,10,6.85,RU,1585690293
490,kahului,20.89,-156.47,75.2,73,40,14.99,US,1585690294
491,kudat,6.88,116.85,78.8,94,75,4.52,MY,1585690294
492,khandbari,27.37,87.2,64.99,24,0,4.27,NP,1585690294
493,adrar,20.5,-10.07,80.67,21,99,3.94,MR,1585690294
494,la asuncion,11.03,-63.86,86.0,55,68,20.8,VE,1585690170
495,puerto escondido,15.85,-97.07,86.0,84,20,13.87,MX,1585690295
496,huarmey,-10.07,-78.15,79.38,61,53,8.55,PE,1585690295
497,chake chake,-5.25,39.77,85.06,74,47,10.31,TZ,1585690295
498,iaciara,-14.1,-46.63,77.05,59,7,2.04,BR,1585690296
499,skjervoy,70.03,20.97,26.6,63,40,13.87,NO,1585690183
500,apatity,67.56,33.4,20.16,95,100,9.31,RU,1585690296
501,alofi,-19.06,-169.92,86.0,84,75,5.82,NU,1585690296
502,villa carlos paz,-31.42,-64.5,77.0,73,75,4.7,AR,1585690296
503,san-pedro,4.75,-6.64,81.01,88,56,7.36,CI,1585690297
504,montepuez,-13.13,39.0,66.34,68,7,3.44,MZ,1585690297
505,omsukchan,62.53,155.8,2.62,81,33,6.96,RU,1585690232
506,ambilobe,-13.2,49.05,76.64,89,71,1.99,MG,1585690297
507,tual,-5.67,132.75,85.17,71,100,4.25,ID,1585690292
508,yarkovo,57.4,67.08,29.97,95,100,8.12,RU,1585690298
509,ko samui,9.54,99.94,81.93,76,0,6.8,TH,1585690220
510,paso de carrasco,-34.86,-56.05,73.99,73,40,16.11,UY,1585690298
511,progreso,21.28,-89.67,91.4,52,75,18.34,MX,1585690298
512,calvinia,-31.47,19.78,52.59,44,0,5.64,ZA,1585690299
513,lompoc,34.64,-120.46,84.0,41,77,12.75,US,1585690173
514,kismayo,-0.36,42.55,84.45,77,3,9.26,SO,1585690299
515,north bend,43.41,-124.22,52.0,62,20,11.41,US,1585690299
516,jeremie,18.65,-74.12,80.74,65,37,1.07,HT,1585690299
517,casas grandes,30.37,-107.95,73.89,10,100,7.54,MX,1585690300
518,coahuayana,18.73,-103.68,86.0,42,5,11.41,MX,1585690300
519,antofagasta,-23.65,-70.4,68.0,68,75,10.29,CL,1585690301
520,imbituba,-28.24,-48.67,78.8,78,40,1.12,BR,1585690003
521,nelson bay,-32.72,152.15,69.01,100,90,2.24,AU,1585690001
522,inhambane,-23.86,35.38,74.14,70,0,9.1,MZ,1585690301
523,mitsamiouli,-11.38,43.28,83.84,76,17,7.63,KM,1585690301
524,ulaanbaatar,47.91,106.88,12.2,61,0,1.41,MN,1585690302
525,thana,34.64,72.07,52.32,69,85,1.34,PK,1585690302
526,bambui,-20.01,-45.98,74.07,65,69,1.88,BR,1585690302
527,coquimbo,-29.95,-71.34,62.6,82,40,13.87,CL,1585690028
528,kirakira,-10.45,161.92,79.79,86,100,9.89,SB,1585690303
529,businga,3.33,20.88,76.87,68,89,2.37,CD,1585690303
530,muros,42.78,-9.06,51.01,93,20,6.93,ES,1585690303
531,usilampatti,9.97,77.8,75.06,58,0,1.43,IN,1585690303
532,hualmay,-11.1,-77.61,77.14,65,83,8.5,PE,1585690303
533,idlib,35.93,36.63,59.0,67,75,12.75,SY,1585690304
534,khairpur,27.53,68.76,71.6,68,0,9.17,PK,1585690304
535,chipinge,-20.19,32.62,61.07,65,0,3.98,ZW,1585690304
536,nizwa,22.93,57.53,73.98,38,1,1.79,OM,1585690304
537,boyolangu,-8.12,111.89,76.96,82,100,1.19,ID,1585690305
538,careiro da varzea,-3.2,-59.81,75.2,100,75,4.7,BR,1585690305
539,mehamn,71.04,27.85,28.4,85,40,9.17,NO,1585690305
540,hammerfest,70.66,23.68,24.8,73,40,26.4,NO,1585690305
541,tamiahua,21.27,-97.45,82.44,70,12,9.89,MX,1585690305
542,flin flon,54.77,-101.86,19.4,67,90,12.75,CA,1585690306
543,tromso,69.65,18.96,28.4,74,75,23.04,NO,1585690006
544,morondava,-20.28,44.28,77.38,75,0,7.67,MG,1585690306
545,vostok,46.49,135.88,29.75,80,100,4.25,RU,1585690167
546,constitucion,-35.33,-72.42,64.17,57,23,18.68,CL,1585690018
547,rudnichnyy,59.62,52.47,23.11,96,100,8.19,RU,1585690307
548,sola,-13.88,167.55,79.25,88,100,17.78,VU,1585690307
549,dire,12.28,-10.97,91.38,15,14,1.95,ML,1585690307
550,sarkand,45.41,79.92,43.81,34,2,5.55,KZ,1585690307
551,pemangkat,1.17,108.97,77.49,82,80,2.77,ID,1585690307
552,najran,17.49,44.13,73.4,33,5,2.24,SA,1585690308
553,korla,41.76,86.15,43.27,34,50,12.5,CN,1585690308
